hey_commuter-Joanna-strong_high_pitch-polly.wav, hey commuter, commuter
Hey_Jarbas-Kimberly-weak_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Amy-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-weak_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-strong_slow-polly.wav, Hey Jarbas, Asia
Hey_Jarbas-Matthew-weak_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joanna-high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joanna-slow_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Kimberly-strong_slow-polly.wav, Hey Jarbas, heysharp
Hey_Jarbas-Ivy-fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-slow_high_pitch-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Brian-weak_low_pitch-polly.wav, Hey Jarbas, example
Hey_Jarbas-Ivy-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Brian-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joanna-slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-strong_slow-polly.wav, Hey Jarbas, is Urban
Hey_Jarbas-Emma-slow-polly.wav, Hey Jarbas, Sheldon
Hey_Jarbas-Amy-strong_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-weak_low_pitch-polly.wav, Hey Jarbas, Jarvis
Hey_Jarbas-Salli-low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Kimberly-weak_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-low_pitch-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Nicole-strong_low_pitch-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Emma-slow_high_pitch-polly.wav, Hey Jarbas, Hazelden
Hey_Jarbas-Joey-high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Matthew-weak-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joanna-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Brian-strong-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-strong-polly.wav, Hey Jarbas, HR bus
Hey_Jarbas-Joanna-strong-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Geraint-slow_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joey-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-slow_low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Geraint-weak_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-weak_low_pitch-polly.wav, Hey Jarbas, hey Daddy
Hey_Jarbas-Joanna-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joanna-weak_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Amy-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Amy-fast_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Amy-strong_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Ivy-strong_high_pitch-polly.wav, Hey Jarbas, Toys R Us
Hey_Jarbas-Joey-weak-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Ivy-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joanna-low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Ivy-strong_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-high_pitch-polly.wav, Hey Jarbas, HR bus
Hey_Jarbas-Amy-slow-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Emma-strong_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-high_pitch-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Geraint-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Brian-slow_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-weak_slow-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Salli-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-fast_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Emma-high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-strong_high_pitch-polly.wav, Hey Jarbas, Hamish Arbus
Hey_Jarbas-Joey-fast-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Amy-strong_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Ivy-weak_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-strong_low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Russell-slow-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Matthew-fast-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Geraint-softly-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-weak-polly.wav, Hey Jarbas, hey Daddy
Hey_Jarbas-Joey-strong-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joanna-weak-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-slow-polly.wav, Hey Jarbas, Haze Urban
Hey_Jarbas-Nicole-slow_low_pitch-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Brian-strong_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-fast_high_pitch-polly.wav, Hey Jarbas, Hayes RV
Hey_Jarbas-Ivy-softly-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joanna-weak_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joey-softly-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Geraint-strong_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Geraint-weak_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-strong-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Justin-weak_high_pitch-polly.wav, Hey Jarbas, hey Daddy
Hey_Jarbas-Matthew-weak_low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Justin-strong-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-softly-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Russell-slow_low_pitch-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Amy-softly-polly.wav, Hey Jarbas, Asia
Hey_Jarbas-Russell-low_pitch-polly.wav, Hey Jarbas, Asia Buffet
Hey_Jarbas-Kendra-strong_slow-polly.wav, Hey Jarbas, you sure but
Hey_Jarbas-Kendra-slow_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-slow_low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joanna-softly-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Geraint-low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-strong_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-slow-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Justin-fast-polly.wav, Hey Jarbas, hey.
Hey_Jarbas-Salli-weak_high_pitch-polly.wav, Hey Jarbas, Toys R Us
Hey_Jarbas-Matthew-slow_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Matthew-strong-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-strong_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Justin-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-strong-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Geraint-slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-slow_high_pitch-polly.wav, Hey Jarbas, Haze Urban
Hey_Jarbas-Brian-slow_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Geraint-strong_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joanna-strong_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Justin-weak_fast-polly.wav, Hey Jarbas, hey Daddy
Hey_Jarbas-Nicole-fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-slow_low_pitch-polly.wav, Hey Jarbas, Hayes RV
Hey_Jarbas-Joanna-strong_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-strong_slow-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Geraint-weak_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Amy-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joey-slow-polly.wav, Hey Jarbas, Jarvis
Hey_Jarbas-Justin-weak_slow-polly.wav, Hey Jarbas, hey Daddy
Hey_Jarbas-Justin-softly-polly.wav, Hey Jarbas, Hayes RV
Hey_Jarbas-Emma-softly-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Brian-high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Amy-weak_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joey-strong_low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Kendra-weak_high_pitch-polly.wav, Hey Jarbas, Jarvis
Hey_Jarbas-Amy-weak_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-fast_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joey-low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Ivy-weak_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-softly-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joey-slow_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-fast_high_pitch-polly.wav, Hey Jarbas, pajamas
Hey_Jarbas-Ivy-slow_high_pitch-polly.wav, Hey Jarbas, SRS
Hey_Jarbas-Joanna-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Brian-low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-weak_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Amy-fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Ivy-high_pitch-polly.wav, Hey Jarbas, Toys R Us
Hey_Jarbas-Brian-strong_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-weak-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joey-strong_slow-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Geraint-weak-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Brian-weak_slow-polly.wav, Hey Jarbas, hey Jennifer
Hey_Jarbas-Salli-weak_slow-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Kimberly-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-weak-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joanna-weak_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Ivy-slow-polly.wav, Hey Jarbas, Cyrus
Hey_Jarbas-Geraint-strong_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Ivy-strong_slow-polly.wav, Hey Jarbas, Toys R Us
Hey_Jarbas-Amy-slow_high_pitch-polly.wav, Hey Jarbas, Haitian compas
Hey_Jarbas-Geraint-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Amy-weak-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Amy-strong-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Brian-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-softly-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-weak-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-strong_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Ivy-low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-slow-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Kimberly-slow_low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Russell-strong_low_pitch-polly.wav, Hey Jarbas, Hyderabad
Hey_Jarbas-Ivy-strong-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-weak_fast-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Russell-high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-weak_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-weak_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joanna-strong_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-strong_high_pitch-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Nicole-slow_high_pitch-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Justin-low_pitch-polly.wav, Hey Jarbas, Hayes RV
Hey_Jarbas-Joey-slow_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-low_pitch-polly.wav, Hey Jarbas, Jarvis
Hey_Jarbas-Geraint-fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Brian-strong_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-softly-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joanna-fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joey-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-strong_low_pitch-polly.wav, Hey Jarbas, cheese Arabic
Hey_Jarbas-Amy-high_pitch-polly.wav, Hey Jarbas, hey Shabbos
Hey_Jarbas-Geraint-slow_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-fast-polly.wav, Hey Jarbas, Hayes RV
Hey_Jarbas-Emma-strong-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-strong_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-strong_low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joey-weak_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Ivy-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Brian-fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-weak_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-strong_high_pitch-polly.wav, Hey Jarbas, Jarvis
Hey_Jarbas-Nicole-fast_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Kimberly-weak-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-fast_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-fast_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-slow_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Brian-fast_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-fast_high_pitch-polly.wav, Hey Jarbas, hey Barbara
Hey_Jarbas-Russell-weak_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Geraint-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-fast_low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Amy-slow_low_pitch-polly.wav, Hey Jarbas, deja vu
Alexa-Geraint-strong_low_pitch-polly.wav, Alexa, UNK
Alexa-Amy-weak_high_pitch-polly.wav, Alexa, UNK
Alexa-Kendra-weak_slow-polly.wav, Alexa, UNK
Alexa-Kendra-strong_slow-polly.wav, Alexa, UNK
Alexa-Joanna-slow_high_pitch-polly.wav, Alexa, UNK
Alexa-Emma-low_pitch-polly.wav, Alexa, UNK
Alexa-Kimberly-fast-polly.wav, Alexa, UNK
Alexa-Joey-strong_slow-polly.wav, Alexa, UNK
Alexa-Russell-weak_low_pitch-polly.wav, Alexa, UNK
Alexa-Kendra-weak_high_pitch-polly.wav, Alexa, UNK
Alexa-Ivy-low_pitch-polly.wav, Alexa, UNK
Alexa-Justin-weak_fast-polly.wav, Alexa, UNK
Alexa-Russell-fast_high_pitch-polly.wav, Alexa, UNK
Alexa-Geraint-strong_fast-polly.wav, Alexa, UNK
Alexa-Joanna-weak-polly.wav, Alexa, UNK
Alexa-Ivy-high_pitch-polly.wav, Alexa, UNK
Alexa-Geraint-strong_high_pitch-polly.wav, Alexa, UNK
Alexa-Joey-low_pitch-polly.wav, Alexa, UNK
Alexa-Kendra-strong-polly.wav, Alexa, UNK
Alexa-Matthew-strong_low_pitch-polly.wav, Alexa, UNK
Alexa-Ivy-fast-polly.wav, Alexa, UNK
Alexa-Kendra-slow_low_pitch-polly.wav, Alexa, UNK
Alexa-Joanna-strong-polly.wav, Alexa, UNK
Alexa-Kendra-weak-polly.wav, Alexa, UNK
Alexa-Joey-weak_low_pitch-polly.wav, Alexa, UNK
Alexa-Geraint-weak_low_pitch-polly.wav, Alexa, UNK
Alexa-Geraint-strong-polly.wav, Alexa, UNK
Alexa-Joey-slow-polly.wav, Alexa, UNK
Alexa-Salli-fast-polly.wav, Alexa, UNK
Alexa-Matthew-strong_fast-polly.wav, Alexa, UNK
Alexa-Geraint-weak_high_pitch-polly.wav, Alexa, UNK
Alexa-Geraint-slow-polly.wav, Alexa, Alex
Alexa-Kimberly-strong_low_pitch-polly.wav, Alexa, UNK
Alexa-Ivy-fast_low_pitch-polly.wav, Alexa, UNK
Alexa-Joanna-weak_fast-polly.wav, Alexa, UNK
Alexa-Joanna-fast-polly.wav, Alexa, UNK
Alexa-Brian-slow_high_pitch-polly.wav, Alexa, UNK
Alexa-Kimberly-strong-polly.wav, Alexa, UNK
Alexa-Emma-strong_fast-polly.wav, Alexa, UNK
Alexa-Kimberly-fast_low_pitch-polly.wav, Alexa, UNK
Alexa-Ivy-weak_fast-polly.wav, Alexa, UNK
Alexa-Ivy-strong_fast-polly.wav, Alexa, UNK
Alexa-Russell-weak_fast-polly.wav, Alexa, UNK
Alexa-Justin-strong-polly.wav, Alexa, UNK
Alexa-Amy-weak_low_pitch-polly.wav, Alexa, UNK
Alexa-Amy-weak_slow-polly.wav, Alexa, next
Alexa-Joey-fast_low_pitch-polly.wav, Alexa, UNK
Alexa-Salli-fast_high_pitch-polly.wav, Alexa, UNK
Alexa-Emma-fast_high_pitch-polly.wav, Alexa, UNK
Alexa-Kimberly-weak_fast-polly.wav, Alexa, UNK
Alexa-Russell-strong_fast-polly.wav, Alexa, UNK
Alexa-Ivy-weak_low_pitch-polly.wav, Alexa, UNK
Alexa-Kendra-strong_low_pitch-polly.wav, Alexa, UNK
Alexa-Joey-fast_high_pitch-polly.wav, Alexa, UNK
Alexa-Brian-strong_fast-polly.wav, Alexa, UNK
Alexa-Brian-strong-polly.wav, Alexa, UNK
Alexa-Ivy-weak-polly.wav, Alexa, UNK
Alexa-Ivy-weak_high_pitch-polly.wav, Alexa, UNK
Alexa-Joanna-strong_slow-polly.wav, Alexa, UNK
Alexa-Emma-weak-polly.wav, Alexa, UNK
Alexa-Russell-fast-polly.wav, Alexa, UNK
Alexa-Kendra-weak_fast-polly.wav, Alexa, UNK
Alexa-Emma-weak_fast-polly.wav, Alexa, UNK
Alexa-Matthew-weak_fast-polly.wav, Alexa, UNK
Alexa-Brian-fast_high_pitch-polly.wav, Alexa, UNK
Alexa-Salli-strong_fast-polly.wav, Alexa, UNK
Alexa-Brian-strong_high_pitch-polly.wav, Alexa, UNK
Alexa-Ivy-softly-polly.wav, Alexa, UNK
Alexa-Justin-weak-polly.wav, Alexa, UNK
Alexa-Kimberly-weak_low_pitch-polly.wav, Alexa, UNK
Alexa-Kendra-low_pitch-polly.wav, Alexa, UNK
Alexa-Joanna-fast_low_pitch-polly.wav, Alexa, UNK
Alexa-Geraint-slow_low_pitch-polly.wav, Alexa, UNK
Alexa-Kendra-slow_high_pitch-polly.wav, Alexa, UNK
Alexa-Salli-fast_low_pitch-polly.wav, Alexa, UNK
Alexa-Emma-weak_high_pitch-polly.wav, Alexa, UNK
Alexa-Emma-weak_low_pitch-polly.wav, Alexa, UNK
Alexa-Russell-fast_low_pitch-polly.wav, Alexa, UNK
Alexa-Nicole-strong_high_pitch-polly.wav, Alexa, UNK
Alexa-Kendra-weak_low_pitch-polly.wav, Alexa, UNK
Alexa-Matthew-slow_low_pitch-polly.wav, Alexa, UNK
Alexa-Nicole-strong-polly.wav, Alexa, UNK
Alexa-Joey-softly-polly.wav, Alexa, UNK
Alexa-Joanna-weak_slow-polly.wav, Alexa, UNK
Alexa-Salli-weak_fast-polly.wav, Alexa, UNK
Alexa-Amy-weak_fast-polly.wav, Alexa, UNK
Alexa-Emma-fast_low_pitch-polly.wav, Alexa, UNK
Alexa-Justin-weak_low_pitch-polly.wav, Alexa, UNK
Alexa-Brian-strong_slow-polly.wav, Alexa, UNK
Alexa-Joey-fast-polly.wav, Alexa, UNK
Alexa-Brian-strong_low_pitch-polly.wav, Alexa, UNK
Alexa-Kimberly-strong_high_pitch-polly.wav, Alexa, UNK
Alexa-Emma-fast-polly.wav, Alexa, UNK
Alexa-Joanna-strong_high_pitch-polly.wav, Alexa, UNK
Alexa-Brian-slow_low_pitch-polly.wav, Alexa, UNK
Alexa-Russell-low_pitch-polly.wav, Alexa, UNK
Alexa-Russell-strong_low_pitch-polly.wav, Alexa, UNK
Alexa-Matthew-fast_low_pitch-polly.wav, Alexa, UNK
Alexa-Brian-slow-polly.wav, Alexa, UNK
Alexa-Joey-weak_fast-polly.wav, Alexa, UNK
Alexa-Geraint-strong_slow-polly.wav, Alexa, UNK
Alexa-Kimberly-high_pitch-polly.wav, Alexa, UNK
Alexa-Kimberly-strong_slow-polly.wav, Alexa, UNK
Alexa-Kimberly-weak-polly.wav, Alexa, UNK
Alexa-Joey-strong-polly.wav, Alexa, UNK
Alexa-Joey-high_pitch-polly.wav, Alexa, UNK
Alexa-Russell-weak_high_pitch-polly.wav, Alexa, UNK
Alexa-Joey-slow_low_pitch-polly.wav, Alexa, UNK
Alexa-Russell-slow_low_pitch-polly.wav, Alexa, UNK
Alexa-Matthew-fast_high_pitch-polly.wav, Alexa, UNK
Alexa-Kendra-fast_low_pitch-polly.wav, Alexa, UNK
Alexa-Nicole-strong_slow-polly.wav, Alexa, Alex
Alexa-Justin-strong_slow-polly.wav, Alexa, UNK
Alexa-Joanna-weak_high_pitch-polly.wav, Alexa, UNK
Alexa-Ivy-weak_slow-polly.wav, Alexa, Arab song
Alexa-Joey-strong_fast-polly.wav, Alexa, UNK
Alexa-Kendra-fast_high_pitch-polly.wav, Alexa, UNK
Alexa-Joey-slow_high_pitch-polly.wav, Alexa, UNK
Alexa-Justin-strong_high_pitch-polly.wav, Alexa, UNK
Alexa-Geraint-weak_slow-polly.wav, Alexa, UNK
Alexa-Kimberly-strong_fast-polly.wav, Alexa, UNK
Alexa-Brian-fast_low_pitch-polly.wav, Alexa, UNK
Alexa-Ivy-fast_high_pitch-polly.wav, Alexa, UNK
Alexa-Joanna-weak_low_pitch-polly.wav, Alexa, I like
Alexa-Geraint-low_pitch-polly.wav, Alexa, UNK
Alexa-Justin-weak_high_pitch-polly.wav, Alexa, UNK
Alexa-Joanna-strong_fast-polly.wav, Alexa, UNK
Alexa-Justin-strong_fast-polly.wav, Alexa, UNK
Alexa-Russell-weak-polly.wav, Alexa, UNK
Alexa-Brian-high_pitch-polly.wav, Alexa, UNK
Alexa-Kimberly-fast_high_pitch-polly.wav, Alexa, UNK
Alexa-Joey-strong_low_pitch-polly.wav, Alexa, UNK
Alexa-Geraint-weak_fast-polly.wav, Alexa, UNK
Alexa-Amy-weak-polly.wav, Alexa, UNK
Alexa-Nicole-slow_low_pitch-polly.wav, Alexa, Alex
Alexa-Kimberly-weak_high_pitch-polly.wav, Alexa, UNK
Alexa-Geraint-weak-polly.wav, Alexa, UNK
Hey_Jarvis-Nicole-softly-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Russell-weak_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Justin-fast_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Salli-strong_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kimberly-weak_slow-polly.wav, Hey Jarvis, Jarvis
Hey_Jarvis-Ivy-strong_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joey-strong_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kimberly-strong-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Russell-low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Justin-high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Ivy-fast_high_pitch-polly.wav, Hey Jarvis, hey darnold
Hey_Jarvis-Kimberly-strong_fast-polly.wav, Hey Jarvis, Jarvis
Hey_Jarvis-Joey-strong_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Geraint-strong-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kendra-softly-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-strong_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Justin-slow_high_pitch-polly.wav, Hey Jarvis, heater
Hey_Jarvis-Russell-strong_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-strong_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kimberly-fast-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-strong_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-strong-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joey-weak-polly.wav, Hey Jarvis, Georgia
