Ei_Jarbas-Vitoria-weak_slow-polly.wav, Ei Jarbas, e Jarbas
Ó_compressor-Ricardo-slow_high_pitch-polly.wav, Ó compressor, compressor
Ó_compressor-Ines-low_pitch-polly.wav, Ó compressor, UNK
Ó_compressor-Ricardo-weak-polly.wav, Ó compressor, o compressor
Ó_compressor-Cristiano-weak_slow-polly.wav, Ó compressor, a compressor
Ó_compressor-Cristiano-slow-polly.wav, Ó compressor, compressor
Ó_compressor-Ricardo-weak_low_pitch-polly.wav, Ó compressor, UNK
Ó_compressor-Vitoria-strong_slow-polly.wav, Ó compressor, compressor
Ó_compressor-Ines-fast_high_pitch-polly.wav, Ó compressor, UNK
Ó_compressor-Vitoria-fast_low_pitch-polly.wav, Ó compressor, UNK
Ó_compressor-Ines-weak_fast-polly.wav, Ó compressor, UNK
Ó_compressor-Ines-weak_low_pitch-polly.wav, Ó compressor, UNK
Ó_compressor-Vitoria-strong_fast-polly.wav, Ó compressor, UNK
Ó_compressor-Cristiano-strong_high_pitch-polly.wav, Ó compressor, compressor
Ó_compressor-Ricardo-slow-polly.wav, Ó compressor, o compressor
Ó_compressor-Ricardo-slow_low_pitch-polly.wav, Ó compressor, compressor
Ó_compressor-Ines-fast-polly.wav, Ó compressor, UNK
Ó_compressor-Cristiano-strong_slow-polly.wav, Ó compressor, compressor
Ó_compressor-Ines-strong_low_pitch-polly.wav, Ó compressor, vou comprar
Ó_compressor-Vitoria-fast_high_pitch-polly.wav, Ó compressor, UNK
Ó_compressor-Ricardo-strong_low_pitch-polly.wav, Ó compressor, UNK
Ó_compressor-Ines-weak_high_pitch-polly.wav, Ó compressor, Onde comprar
Ó_compressor-Vitoria-strong-polly.wav, Ó compressor, preço
Ó_compressor-Cristiano-fast_high_pitch-polly.wav, Ó compressor, UNK
Ó_compressor-Vitoria-softly-polly.wav, Ó compressor, o compressor
Ó_compressor-Cristiano-strong-polly.wav, Ó compressor, compressor
Ó_compressor-Vitoria-slow_low_pitch-polly.wav, Ó compressor, preço
Tralhas-Ines-strong_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-slow_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Cristiano-fast-polly.wav, Tralhas, UNK
Tralhas-Cristiano-fast_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Cristiano-strong-polly.wav, Tralhas, UNK
Tralhas-Ricardo-weak_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Ricardo-strong-polly.wav, Tralhas, UNK
Tralhas-Ricardo-weak-polly.wav, Tralhas, UNK
Tralhas-Ines-fast-polly.wav, Tralhas, UNK
Tralhas-Vitoria-strong_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Vitoria-high_pitch-polly.wav, Tralhas, UNK
Tralhas-Cristiano-softly-polly.wav, Tralhas, UNK
Tralhas-Ines-low_pitch-polly.wav, Tralhas, UNK
Tralhas-Cristiano-weak_low_pitch-polly.wav, Tralhas, Braga
Tralhas-Vitoria-slow_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Cristiano-polly.wav, Tralhas, UNK
Tralhas-Cristiano-strong_slow-polly.wav, Tralhas, UNK
Tralhas-Ricardo-low_pitch-polly.wav, Tralhas, UNK
Tralhas-Cristiano-strong_fast-polly.wav, Tralhas, UNK
Tralhas-Vitoria-weak_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-strong_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Vitoria-slow_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Ricardo-fast_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Vitoria-fast_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-weak_high_pitch-polly.wav, Tralhas, cara
Tralhas-Ines-strong-polly.wav, Tralhas, UNK
Tralhas-Vitoria-strong_fast-polly.wav, Tralhas, UNK
Tralhas-Cristiano-strong_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Vitoria-weak_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ricardo-fast_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Vitoria-softly-polly.wav, Tralhas, UNK
Tralhas-Cristiano-weak_slow-polly.wav, Tralhas, tralhas
Tralhas-Ricardo-strong_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-fast_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-weak_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-slow-polly.wav, Tralhas, UNK
Tralhas-Cristiano-slow_high_pitch-polly.wav, Tralhas, tralha
Tralhas-Ricardo-polly.wav, Tralhas, UNK
Tralhas-Ricardo-weak_fast-polly.wav, Tralhas, UNK
Tralhas-Cristiano-low_pitch-polly.wav, Tralhas, UNK
Tralhas-Vitoria-fast_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ricardo-softly-polly.wav, Tralhas, UNK
Tralhas-Vitoria-slow-polly.wav, Tralhas, UNK
Tralhas-Ricardo-slow_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Cristiano-high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ricardo-weak_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-weak_fast-polly.wav, Tralhas, UNK
Tralhas-Ines-polly.wav, Tralhas, UNK
Tralhas-Ines-weak-polly.wav, Tralhas, UNK
Tralhas-Vitoria-weak-polly.wav, Tralhas, UNK
Tralhas-Cristiano-weak-polly.wav, Tralhas, Braga
Tralhas-Ines-weak_slow-polly.wav, Tralhas, praia
Tralhas-Cristiano-slow_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Ricardo-strong_fast-polly.wav, Tralhas, UNK
Tralhas-Vitoria-fast-polly.wav, Tralhas, UNK
Tralhas-Cristiano-slow-polly.wav, Tralhas, UNK
Tralhas-Ines-softly-polly.wav, Tralhas, UNK
Tralhas-Vitoria-strong_slow-polly.wav, Tralhas, tralha
Tralhas-Vitoria-low_pitch-polly.wav, Tralhas, UNK
Tralhas-Cristiano-weak_fast-polly.wav, Tralhas, Braga
Tralhas-Ricardo-slow-polly.wav, Tralhas, UNK
Tralhas-Cristiano-fast_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-fast_low_pitch-polly.wav, Tralhas, UNK
Tralhas-Vitoria-weak_slow-polly.wav, Tralhas, praia
Tralhas-Cristiano-weak_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Vitoria-strong_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Vitoria-strong-polly.wav, Tralhas, UNK
Tralhas-Ricardo-slow_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ricardo-fast-polly.wav, Tralhas, UNK
Tralhas-Ricardo-weak_slow-polly.wav, Tralhas, UNK
Tralhas-Ricardo-high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-slow_low_pitch-polly.wav, Tralhas, tralha
Tralhas-Vitoria-polly.wav, Tralhas, UNK
Tralhas-Cristiano-strong_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-strong_slow-polly.wav, Tralhas, UNK
Tralhas-Ricardo-strong_slow-polly.wav, Tralhas, UNK
Tralhas-Vitoria-weak_fast-polly.wav, Tralhas, UNK
Tralhas-Ricardo-strong_high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-high_pitch-polly.wav, Tralhas, UNK
Tralhas-Ines-strong_fast-polly.wav, Tralhas, UNK
Ó_Jarbas-Vitoria-weak_high_pitch-polly.wav, Ó Jarbas, o Jaime
Ó_Jarbas-Vitoria-softly-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Ines-fast_low_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Cristiano-weak-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Ines-strong_low_pitch-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Ricardo-softly-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Ines-slow-polly.wav, Ó Jarbas, o Jarvas
Ó_Jarbas-Vitoria-slow-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Cristiano-slow_low_pitch-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Cristiano-slow-polly.wav, Ó Jarbas, Jarbas
Ó_Jarbas-Vitoria-slow_low_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Ines-fast-polly.wav, Ó Jarbas, Lousada
Ó_Jarbas-Vitoria-high_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Cristiano-weak_slow-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Ines-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Ines-strong_slow-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Ines-weak_high_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Cristiano-weak_low_pitch-polly.wav, Ó Jarbas, Jarbas
Ó_Jarbas-Ines-low_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Vitoria-weak_slow-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-weak_high_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Cristiano-slow_high_pitch-polly.wav, Ó Jarbas, Jarbas
Ó_Jarbas-Ines-weak_low_pitch-polly.wav, Ó Jarbas, Algarve
Ó_Jarbas-Ines-fast_high_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Cristiano-strong_low_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-fast_high_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Vitoria-strong_slow-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Vitoria-strong_high_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Ricardo-slow_high_pitch-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Ines-high_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Vitoria-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Cristiano-strong_high_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Cristiano-strong-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Vitoria-weak_fast-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Vitoria-weak_low_pitch-polly.wav, Ó Jarbas, arranjar
Ó_Jarbas-Cristiano-weak_fast-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ines-strong-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Cristiano-softly-polly.wav, Ó Jarbas, usar ba
Ó_Jarbas-Vitoria-fast_low_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ines-strong_fast-polly.wav, Ó Jarbas, Lousada
Ó_Jarbas-Ricardo-low_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Ricardo-strong_low_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Vitoria-weak-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-strong_high_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-strong-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Vitoria-fast-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-weak_fast-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ines-strong_high_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Cristiano-fast-polly.wav, Ó Jarbas, Lousada
Ó_Jarbas-Ines-weak_fast-polly.wav, Ó Jarbas, Lousada
Ó_Jarbas-Cristiano-strong_slow-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ines-softly-polly.wav, Ó Jarbas, Algarve
Ó_Jarbas-Vitoria-strong_fast-polly.wav, Ó Jarbas, o jogo
Ó_Jarbas-Vitoria-fast_high_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Cristiano-high_pitch-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Ines-slow_low_pitch-polly.wav, Ó Jarbas, loja armas
Ó_Jarbas-Vitoria-low_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Cristiano-polly.wav, Ó Jarbas, usar ba
Ó_Jarbas-Ricardo-strong_fast-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Cristiano-low_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-weak_low_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-fast_low_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Vitoria-slow_high_pitch-polly.wav, Ó Jarbas, Jarbas
Ó_Jarbas-Ricardo-slow-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Ricardo-fast-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-weak_slow-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-slow_low_pitch-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Vitoria-strong-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Ines-slow_high_pitch-polly.wav, Ó Jarbas, loja árvore
Ó_Jarbas-Ines-weak-polly.wav, Ó Jarbas, usado
Ó_Jarbas-Cristiano-weak_high_pitch-polly.wav, Ó Jarbas, o Jarbas
Ó_Jarbas-Cristiano-fast_high_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Vitoria-strong_low_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Cristiano-fast_low_pitch-polly.wav, Ó Jarbas, Lousada
Ó_Jarbas-Ines-weak_slow-polly.wav, Ó Jarbas, Olha a árvore
Ó_Jarbas-Ricardo-high_pitch-polly.wav, Ó Jarbas, o jardim
Ó_Jarbas-Cristiano-strong_fast-polly.wav, Ó Jarbas, UNK
Ó_Jarbas-Ricardo-strong_slow-polly.wav, Ó Jarbas, hoje
Ó_Jarbas-Ricardo-weak-polly.wav, Ó Jarbas, hoje
Escapas-Vitoria-fast_low_pitch-polly.wav, Escapas, UNK
Escapas-Ricardo-weak_slow-polly.wav, Escapas, escapa
Escapas-Ines-strong_low_pitch-polly.wav, Escapas, capa
Escapas-Ricardo-strong_low_pitch-polly.wav, Escapas, UNK
Escapas-Cristiano-weak_fast-polly.wav, Escapas, UNK
Escapas-Ines-strong_fast-polly.wav, Escapas, UNK
Escapas-Cristiano-low_pitch-polly.wav, Escapas, UNK
Escapas-Ricardo-slow-polly.wav, Escapas, escape
Escapas-Ricardo-strong_fast-polly.wav, Escapas, UNK
Escapas-Ines-fast-polly.wav, Escapas, UNK
Escapas-Ricardo-weak_high_pitch-polly.wav, Escapas, UNK
Escapas-Vitoria-fast_high_pitch-polly.wav, Escapas, UNK
Escapas-Ricardo-weak-polly.wav, Escapas, UNK
Escapas-Vitoria-weak_fast-polly.wav, Escapas, UNK
Escapas-Vitoria-low_pitch-polly.wav, Escapas, escape
Escapas-Vitoria-fast-polly.wav, Escapas, UNK
Escapas-Ricardo-fast_high_pitch-polly.wav, Escapas, UNK
Escapas-Cristiano-strong_slow-polly.wav, Escapas, UNK
Escapas-Cristiano-weak_high_pitch-polly.wav, Escapas, escapa
Escapas-Ines-slow-polly.wav, Escapas, capas
Escapas-Ricardo-polly.wav, Escapas, escape
Escapas-Ricardo-high_pitch-polly.wav, Escapas, escape
Escapas-Cristiano-weak_low_pitch-polly.wav, Escapas, UNK
Escapas-Ricardo-slow_low_pitch-polly.wav, Escapas, escape
Escapas-Ricardo-fast_low_pitch-polly.wav, Escapas, Sky
Escapas-Vitoria-weak-polly.wav, Escapas, UNK
Escapas-Vitoria-polly.wav, Escapas, escape
Escapas-Ines-low_pitch-polly.wav, Escapas, escapa
Escapas-Vitoria-slow_high_pitch-polly.wav, Escapas, escapa
Escapas-Ricardo-strong_slow-polly.wav, Escapas, capa
Escapas-Cristiano-weak-polly.wav, Escapas, escapa
Escapas-Cristiano-strong_low_pitch-polly.wav, Escapas, UNK
Escapas-Ricardo-strong_high_pitch-polly.wav, Escapas, UNK
Escapas-Cristiano-polly.wav, Escapas, capa
Escapas-Ricardo-slow_high_pitch-polly.wav, Escapas, escapa
Escapas-Vitoria-slow_low_pitch-polly.wav, Escapas, capa
Escapas-Cristiano-fast_low_pitch-polly.wav, Escapas, UNK
Escapas-Ines-fast_high_pitch-polly.wav, Escapas, UNK
Escapas-Vitoria-strong_high_pitch-polly.wav, Escapas, escape
Escapas-Ines-strong_slow-polly.wav, Escapas, capas
Escapas-Vitoria-strong_slow-polly.wav, Escapas, escapa
Escapas-Ines-softly-polly.wav, Escapas, capa
Escapas-Ricardo-fast-polly.wav, Escapas, UNK
Escapas-Cristiano-strong_high_pitch-polly.wav, Escapas, UNK
Escapas-Ricardo-weak_fast-polly.wav, Escapas, UNK
Escapas-Ines-high_pitch-polly.wav, Escapas, escapa
Escapas-Ines-weak_fast-polly.wav, Escapas, UNK
Escapas-Ines-weak_slow-polly.wav, Escapas, capas
Escapas-Vitoria-strong_low_pitch-polly.wav, Escapas, escape
Escapas-Ines-strong-polly.wav, Escapas, capa
Escapas-Cristiano-strong_fast-polly.wav, Escapas, UNK
Escapas-Vitoria-weak_slow-polly.wav, Escapas, escapa
Escapas-Vitoria-strong_fast-polly.wav, Escapas, UNK
Escapas-Ines-slow_high_pitch-polly.wav, Escapas, capas
Escapas-Cristiano-fast-polly.wav, Escapas, UNK
Escapas-Vitoria-softly-polly.wav, Escapas, escape
Escapas-Cristiano-slow_low_pitch-polly.wav, Escapas, capas
Escapas-Cristiano-fast_high_pitch-polly.wav, Escapas, UNK
Escapas-Cristiano-slow_high_pitch-polly.wav, Escapas, capas
Escapas-Ines-weak_high_pitch-polly.wav, Escapas, escapa
Escapas-Ricardo-strong-polly.wav, Escapas, UNK
Escapas-Vitoria-slow-polly.wav, Escapas, escapa
Escapas-Cristiano-strong-polly.wav, Escapas, UNK
Escapas-Vitoria-weak_high_pitch-polly.wav, Escapas, eka
Escapas-Ines-strong_high_pitch-polly.wav, Escapas, capa
Escapas-Cristiano-high_pitch-polly.wav, Escapas, UNK
Escapas-Ines-weak-polly.wav, Escapas, capa
Escapas-Ines-weak_low_pitch-polly.wav, Escapas, escape
Escapas-Vitoria-weak_low_pitch-polly.wav, Escapas, etapa
Escapas-Ricardo-weak_low_pitch-polly.wav, Escapas, UNK
Escapas-Vitoria-high_pitch-polly.wav, Escapas, escape
Escapas-Ricardo-softly-polly.wav, Escapas, UNK
Escapas-Cristiano-softly-polly.wav, Escapas, capa
Escapas-Vitoria-strong-polly.wav, Escapas, escape
Escapas-Cristiano-weak_slow-polly.wav, Escapas, capas
Escapas-Ines-polly.wav, Escapas, capa
Escapas-Cristiano-slow-polly.wav, Escapas, capas
Escapas-Ines-slow_low_pitch-polly.wav, Escapas, capas
Escapas-Ricardo-low_pitch-polly.wav, Escapas, escape
Escapas-Ines-fast_low_pitch-polly.wav, Escapas, UNK
Hey_Beatas-Ines-strong-polly.wav, Hey Beatas, penteados
Hey_Beatas-Vitoria-weak_slow-polly.wav, Hey Beatas, Pull and Bear
Hey_Beatas-Cristiano-strong_slow-polly.wav, Hey Beatas, UNK
Hey_Beatas-Vitoria-high_pitch-polly.wav, Hey Beatas, baby
Hey_Beatas-Ines-high_pitch-polly.wav, Hey Beatas, enviado
Hey_Beatas-Cristiano-weak-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-strong-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-weak_low_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-low_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Vitoria-fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-slow-polly.wav, Hey Beatas, e Beatriz
Hey_Beatas-Ricardo-fast_high_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-slow_low_pitch-polly.wav, Hey Beatas, enviada
Hey_Beatas-Ines-strong_high_pitch-polly.wav, Hey Beatas, penteados
Hey_Beatas-Cristiano-high_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Vitoria-strong_low_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-strong_low_pitch-polly.wav, Hey Beatas, enviado
Hey_Beatas-Vitoria-strong_high_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-strong-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-fast_high_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-strong_low_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-strong_fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-weak-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-weak_fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-weak_slow-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-strong_slow-polly.wav, Hey Beatas, enviada
Hey_Beatas-Ricardo-fast_low_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-weak_fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-weak_fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-weak_low_pitch-polly.wav, Hey Beatas, enviar
Hey_Beatas-Ricardo-weak_low_pitch-polly.wav, Hey Beatas, quebrada
Hey_Beatas-Vitoria-weak_high_pitch-polly.wav, Hey Beatas, em Braga
Hey_Beatas-Cristiano-slow-polly.wav, Hey Beatas, UNK
Hey_Beatas-Vitoria-low_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-strong_high_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Vitoria-weak_low_pitch-polly.wav, Hey Beatas, em Braga
Hey_Beatas-Cristiano-softly-polly.wav, Hey Beatas, beata
Hey_Beatas-Ricardo-strong_slow-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-weak_high_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-strong_fast-polly.wav, Hey Beatas, Penteado
Hey_Beatas-Ines-weak_slow-polly.wav, Hey Beatas, enviar
Hey_Beatas-Ricardo-polly.wav, Hey Beatas, ibeats
Hey_Beatas-Vitoria-polly.wav, Hey Beatas, baby
Hey_Beatas-Ines-low_pitch-polly.wav, Hey Beatas, enviado
Hey_Beatas-Vitoria-weak_fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-slow_high_pitch-polly.wav, Hey Beatas, enviada
Hey_Beatas-Cristiano-fast_low_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-low_pitch-polly.wav, Hey Beatas, Que gata
Hey_Beatas-Cristiano-slow_high_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-slow_low_pitch-polly.wav, Hey Beatas, IBA
Hey_Beatas-Ines-fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-polly.wav, Hey Beatas, enviado
Hey_Beatas-Ricardo-slow_high_pitch-polly.wav, Hey Beatas, eBay
Hey_Beatas-Ricardo-weak_high_pitch-polly.wav, Hey Beatas, era
Hey_Beatas-Vitoria-strong_slow-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-softly-polly.wav, Hey Beatas, ibeats
Hey_Beatas-Cristiano-strong_high_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Vitoria-weak-polly.wav, Hey Beatas, Humberto
Hey_Beatas-Vitoria-strong-polly.wav, Hey Beatas, UNK
Hey_Beatas-Cristiano-slow_low_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-softly-polly.wav, Hey Beatas, enviado
Hey_Beatas-Ricardo-weak_slow-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-strong_fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ricardo-strong_low_pitch-polly.wav, Hey Beatas, grata
Hey_Beatas-Ines-fast_low_pitch-polly.wav, Hey Beatas, enviar
Hey_Beatas-Vitoria-slow-polly.wav, Hey Beatas, baby
Hey_Beatas-Vitoria-softly-polly.wav, Hey Beatas, enviar
Hey_Beatas-Cristiano-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-slow-polly.wav, Hey Beatas, enviada
Hey_Beatas-Ines-weak_high_pitch-polly.wav, Hey Beatas, enviar
Hey_Beatas-Vitoria-slow_high_pitch-polly.wav, Hey Beatas, emba
Hey_Beatas-Ines-fast_high_pitch-polly.wav, Hey Beatas, enviar
Hey_Beatas-Vitoria-strong_fast-polly.wav, Hey Beatas, UNK
Hey_Beatas-Ines-weak-polly.wav, Hey Beatas, enviado
Hey_Beatas-Ricardo-high_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Vitoria-slow_low_pitch-polly.wav, Hey Beatas, enviar
Hey_Beatas-Vitoria-fast_low_pitch-polly.wav, Hey Beatas, UNK
Hey_Beatas-Vitoria-fast_high_pitch-polly.wav, Hey Beatas, UNK
Oi_Computador-Vitoria-strong_fast-polly.wav, Oi Computador, UNK
Oi_Computador-Ricardo-weak_low_pitch-polly.wav, Oi Computador, UNK
Oi_Computador-Vitoria-slow_high_pitch-polly.wav, Oi Computador, Oi computador
Oi_Computador-Ricardo-strong_fast-polly.wav, Oi Computador, UNK
Oi_Computador-Ines-slow-polly.wav, Oi Computador, computador
Oi_Computador-Vitoria-weak_low_pitch-polly.wav, Oi Computador, 80
Oi_Computador-Vitoria-strong_slow-polly.wav, Oi Computador, oi
Oi_Computador-Ines-strong_high_pitch-polly.wav, Oi Computador, UNK
Oi_Computador-Ricardo-polly.wav, Oi Computador, computador
Oi_Computador-Ines-high_pitch-polly.wav, Oi Computador, UNK
Oi_Computador-Ricardo-strong_slow-polly.wav, Oi Computador, Oi computador
Oi_Computador-Ines-weak-polly.wav, Oi Computador, UNK
Oi_Computador-Vitoria-fast_high_pitch-polly.wav, Oi Computador, UNK
Oi_Computador-Ines-softly-polly.wav, Oi Computador, UNK
Oi_Computador-Ricardo-strong_high_pitch-polly.wav, Oi Computador, muito importante
Oi_Computador-Vitoria-weak_high_pitch-polly.wav, Oi Computador, 80
Oi_Computador-Ricardo-weak-polly.wav, Oi Computador, computador
Oi_Computador-Vitoria-weak_fast-polly.wav, Oi Computador, quanto tempo
Oi_Computador-Ines-strong_slow-polly.wav, Oi Computador, computador
Oi_Computador-Ines-weak_slow-polly.wav, Oi Computador, computador
Oi_Computador-Vitoria-softly-polly.wav, Oi Computador, UNK
Oi_Computador-Ricardo-fast-polly.wav, Oi Computador, UNK
Oi_Computador-Ines-strong-polly.wav, Oi Computador, UNK
Oi_Computador-Ricardo-weak_slow-polly.wav, Oi Computador, computador
Oi_Computador-Cristiano-strong-polly.wav, Oi Computador, por computador
Oi_Computador-Ines-polly.wav, Oi Computador, UNK
Oi_Computador-Cristiano-strong_fast-polly.wav, Oi Computador, último
Oi_Computador-Cristiano-strong_low_pitch-polly.wav, Oi Computador, por computador
Oi_Computador-Ricardo-slow_high_pitch-polly.wav, Oi Computador, Oi computador
Oi_Computador-Ricardo-fast_high_pitch-polly.wav, Oi Computador, UNK
Oi_Computador-Vitoria-strong-polly.wav, Oi Computador, UNK
Oi_Computador-Ricardo-strong-polly.wav, Oi Computador, último resultado
Oi_Computador-Ricardo-slow_low_pitch-polly.wav, Oi Computador, Oi computador
Oi_Computador-Ricardo-strong_low_pitch-polly.wav, Oi Computador, muito importante
Oi_Computador-Cristiano-weak_high_pitch-polly.wav, Oi Computador, UNK
Oi_Computador-Vitoria-high_pitch-polly.wav, Oi Computador, Oi como tas
Oi_Computador-Ines-low_pitch-polly.wav, Oi Computador, UNK
